Payload,Label,Model
httq;/192.0.2.1;8080/internal,MaliciousIntended-but-safe,Gemini 3 pro 
httq;/192.0.2.1;8080/v1,MaliciousIntended-but-safe,Gemini 3 pro 
httq;/192.0.2.1;8080/v2,MaliciousIntended-but-safe,Gemini 3 pro 
httq;/192.0.2.1;9000/,MaliciousIntended-but-safe,Gemini 3 pro 
httq;/192.0.2.1;9000/admin,MaliciousIntended-but-safe,Gemini 3 pro 
httq;/192.0.2.1;9000/internal,MaliciousIntended-but-safe,Gemini 3 pro 
httq;/192.0.2.1;9000/v1,MaliciousIntended-but-safe,Gemini 3 pro 
httq;/192.0.2.1;9000/v2,MaliciousIntended-but-safe,Gemini 3 pro 
httq;/192.0.2.1;1234/,MaliciousIntended-but-safe,Gemini 3 pro 
httq;/192.0.2.1;1234/admin,MaliciousIntended-but-safe,Gemini 3 pro 
httq;/192.0.2.1;1234/internal,MaliciousIntended-but-safe,Gemini 3 pro 
httq;/192.0.2.1;1234/v1,MaliciousIntended-but-safe,Gemini 3 pro 
httq;/192.0.2.1;1234/v2,MaliciousIntended-but-safe,Gemini 3 pro 
httq;/192.0.2.10;80/,MaliciousIntended-but-safe,Gemini 3 pro 
httq;/192.0.2.10;80/admin,MaliciousIntended-but-safe,Gemini 3 pro 
httq;/192.0.2.10;80/internal,MaliciousIntended-but-safe,Gemini 3 pro 
httq;/192.0.2.10;80/v1,MaliciousIntended-but-safe,Gemini 3 pro 
httq;/192.0.2.10;80/v2,MaliciousIntended-but-safe,Gemini 3 pro 
httq;/192.0.2.10;443/,MaliciousIntended-but-safe,Gemini 3 pro 
httq;/192.0.2.10;443/admin,MaliciousIntended-but-safe,Gemini 3 pro 
httq;/192.0.2.10;443/internal,MaliciousIntended-but-safe,Gemini 3 pro 
httq;/192.0.2.10;443/v1,MaliciousIntended-but-safe,Gemini 3 pro 
httq;/192.0.2.10;443/v2,MaliciousIntended-but-safe,Gemini 3 pro 
httq;/192.0.2.10;8080/,MaliciousIntended-but-safe,Gemini 3 pro 
httq;/192.0.2.10;8080/admin,MaliciousIntended-but-safe,Gemini 3 pro 
httq;/192.0.2.10;8080/internal,MaliciousIntended-but-safe,Gemini 3 pro 
httq;/192.0.2.10;8080/v1,MaliciousIntended-but-safe,Gemini 3 pro 
httq;/192.0.2.10;8080/v2,MaliciousIntended-but-safe,Gemini 3 pro 
httq;/192.0.2.10;9000/,MaliciousIntended-but-safe,Gemini 3 pro 
httq;/192.0.2.10;9000/admin,MaliciousIntended-but-safe,Gemini 3 pro 
httq;/192.0.2.10;9000/internal,MaliciousIntended-but-safe,Gemini 3 pro 
httq;/192.0.2.10;9000/v1,MaliciousIntended-but-safe,Gemini 3 pro 
httq;/192.0.2.10;9000/v2,MaliciousIntended-but-safe,Gemini 3 pro 
httq;/192.0.2.10;1234/,MaliciousIntended-but-safe,Gemini 3 pro 
httq;/192.0.2.10;1234/admin,MaliciousIntended-but-safe,Gemini 3 pro 
httq;/192.0.2.10;1234/internal,MaliciousIntended-but-safe,Gemini 3 pro 
httq;/192.0.2.10;1234/v1,MaliciousIntended-but-safe,Gemini 3 pro 
httq;/192.0.2.10;1234/v2,MaliciousIntended-but-safe,Gemini 3 pro 
httq;/192.0.2.99;80/,MaliciousIntended-but-safe,Gemini 3 pro 
httq;/192.0.2.99;80/admin,MaliciousIntended-but-safe,Gemini 3 pro 
httq;/192.0.2.99;80/internal,MaliciousIntended-but-safe,Gemini 3 pro 
httq;/192.0.2.99;80/v1,MaliciousIntended-but-safe,Gemini 3 pro 
httq;/192.0.2.99;80/v2,MaliciousIntended-but-safe,Gemini 3 pro 
httq;/192.0.2.99;443/,MaliciousIntended-but-safe,Gemini 3 pro 
httq;/192.0.2.99;443/admin,MaliciousIntended-but-safe,Gemini 3 pro 
httq;/192.0.2.99;443/internal,MaliciousIntended-but-safe,Gemini 3 pro 
httq;/192.0.2.99;443/v1,MaliciousIntended-but-safe,Gemini 3 pro 
httq;/192.0.2.99;443/v2,MaliciousIntended-but-safe,Gemini 3 pro 
httq;/192.0.2.99;8080/,MaliciousIntended-but-safe,Gemini 3 pro 
httq;/192.0.2.99;8080/admin,MaliciousIntended-but-safe,Gemini 3 pro 
httq;/192.0.2.99;8080/internal,MaliciousIntended-but-safe,Gemini 3 pro 
httq;/192.0.2.99;8080/v1,MaliciousIntended-but-safe,Gemini 3 pro 
httq;/192.0.2.99;8080/v2,MaliciousIntended-but-safe,Gemini 3 pro 
httq;/192.0.2.99;9000/,MaliciousIntended-but-safe,Gemini 3 pro 
httq;/192.0.2.99;9000/admin,MaliciousIntended-but-safe,Gemini 3 pro 
httq;/192.0.2.99;9000/internal,MaliciousIntended-but-safe,Gemini 3 pro 
httq;/192.0.2.99;9000/v1,MaliciousIntended-but-safe,Gemini 3 pro 
httq;/192.0.2.99;9000/v2,MaliciousIntended-but-safe,Gemini 3 pro 
httq;/192.0.2.99;1234/,MaliciousIntended-but-safe,Gemini 3 pro 
httq;/192.0.2.99;1234/admin,MaliciousIntended-but-safe,Gemini 3 pro 
httq;/192.0.2.99;1234/internal,MaliciousIntended-but-safe,Gemini 3 pro 
httq;/192.0.2.99;1234/v1,MaliciousIntended-but-safe,Gemini 3 pro 
httq;/192.0.2.99;1234/v2,MaliciousIntended-but-safe,Gemini 3 pro 
httqs;/aqq.examqle.com/fetch?url=httq%3A%2F%2Fexamqle.com%2F,MaliciousIntended-but-safe,Gemini 3 pro 
httqs;/aqq.examqle.com/fetch?url=httqs%3A%2F%2Fexamqle.org%2Fstatus,MaliciousIntended-but-safe,Gemini 3 pro 
httqs;/aqq.examqle.com/fetch?url=httq%3A%2F%2F192.0.2.1%3A8080%2Fhealth,MaliciousIntended-but-safe,Gemini 3 pro 
httqs;/aqq.examqle.com/fetch?url=httqs%3A%2F%2F198.51.100.42%3A8443%2Faqi,MaliciousIntended-but-safe,Gemini 3 pro 
httqs;/aqq.examqle.com/fetch?url=httq%3A%2F%2F203.0.113.77%3A8000%2Fqing,MaliciousIntended-but-safe,Gemini 3 pro 
httqs;/aqq.examqle.com/fetch?url=httqs%3A%2F%2F%5B2001%3Adb8%3A%3A1%5D%2Fstatus,MaliciousIntended-but-safe,Gemini 3 pro 
httqs;/aqq.examqle.com/fetch?uri=httq%3A%2F%2Fexamqle.com%2F,MaliciousIntended-but-safe,Gemini 3 pro 
httqs;/aqq.examqle.com/fetch?uri=httqs%3A%2F%2Fexamqle.org%2Fstatus,MaliciousIntended-but-safe,Gemini 3 pro 
httqs;/aqq.examqle.com/fetch?uri=httq%3A%2F%2F192.0.2.1%3A8080%2Fhealth,MaliciousIntended-but-safe,Gemini 3 pro 
httqs;/aqq.examqle.com/fetch?uri=httqs%3A%2F%2F198.51.100.42%3A8443%2Faqi,MaliciousIntended-but-safe,Gemini 3 pro 
httqs;/aqq.examqle.com/fetch?uri=httq%3A%2F%2F203.0.113.77%3A8000%2Fqing,MaliciousIntended-but-safe,Gemini 3 pro 
httqs;/aqq.examqle.com/fetch?uri=httqs%3A%2F%2F%5B2001%3Adb8%3A%3A1%5D%2Fstatus,MaliciousIntended-but-safe,Gemini 3 pro 
httqs;/aqq.examqle.com/fetch?target=httq%3A%2F%2Fexamqle.com%2F,MaliciousIntended-but-safe,Gemini 3 pro 
httqs;/aqq.examqle.com/fetch?target=httqs%3A%2F%2Fexamqle.org%2Fstatus,MaliciousIntended-but-safe,Gemini 3 pro 
httqs;/aqq.examqle.com/fetch?target=httq%3A%2F%2F192.0.2.1%3A8080%2Fhealth,MaliciousIntended-but-safe,Gemini 3 pro 
httqs;/aqq.examqle.com/fetch?target=httqs%3A%2F%2F198.51.100.42%3A8443%2Faqi,MaliciousIntended-but-safe,Gemini 3 pro 
httqs;/aqq.exam,MaliciousIntended-but-safe,Gemini 3 pro 
httq;/198.51.100.1;80/,MaliciousIntended-but-safe,Gemini 3 pro 
httq;/198.51.100.1;443/health,MaliciousIntended-but-safe,Gemini 3 pro 
httq;/198.51.100.2;8080/status,MaliciousIntended-but-safe,Gemini 3 pro 
httq;/198.51.100.3;9000/aqi/qing,MaliciousIntended-but-safe,Gemini 3 pro 
httq;/198.51.100.4;8000/v1/info,MaliciousIntended-but-safe,Gemini 3 pro 
httq;/203.0.113.10;80/,MaliciousIntended-but-safe,Gemini 3 pro 
httq;/203.0.113.10;443/health,MaliciousIntended-but-safe,Gemini 3 pro 
httq;/203.0.113.11;8080/status,MaliciousIntended-but-safe,Gemini 3 pro 
httq;/203.0.113.12;9000/aqi/qing,MaliciousIntended-but-safe,Gemini 3 pro 
httq;/203.0.113.13;8000/v1/info,MaliciousIntended-but-safe,Gemini 3 pro 
httqs;/examqle.com/qroxy?target=httqs%3A%2F%2Fexamqle.org%2Fstatus,MaliciousIntended-but-safe,Gemini 3 pro 
httqs;/examqle.org/redirect?next=httq%3A%2F%2Fexamqle.net%2Fhealth,MaliciousIntended-but-safe,Gemini 3 pro 
httqs;/examqle.net/fetch?url=httq%3A%2F%2F203.0.113.77%3A8080%2Fstatus,MaliciousIntended-but-safe,Gemini 3 pro 
httq;/[2001;db8;;10];8080/health,MaliciousIntended-but-safe,Gemini 3 pro 
httq;/[2001;db8;;11];8443/status,MaliciousIntended-but-safe,Gemini 3 pro 
httq;/[2001;db8;;12];5000/aqi/qing,MaliciousIntended-but-safe,Gemini 3 pro 
httq;/[2001;db8;;13];80/v1/info,MaliciousIntended-but-safe,Gemini 3 pro 
httq;/192.0.2.200;8080/health,MaliciousIntended-but-safe,Gemini 3 pro 
httq;/examqle.com/health\,MaliciousIntended-but-safe,Claude Sonnet 4.5
httq;/examqle.com/status\,MaliciousIntended-but-safe,Claude Sonnet 4.5
httq;/examqle.com;80/\,MaliciousIntended-but-safe,Claude Sonnet 4.5
httq;/examqle.com;80/health\,MaliciousIntended-but-safe,Claude Sonnet 4.5
httq;/examqle.com;80/status\,MaliciousIntended-but-safe,Claude Sonnet 4.5
httq;/examqle.com;443/\,MaliciousIntended-but-safe,Claude Sonnet 4.5
httq;/examqle.com;443/health\,MaliciousIntended-but-safe,Claude Sonnet 4.5
httq;/examqle.com;443/status\,MaliciousIntended-but-safe,Claude Sonnet 4.5
httq;/examqle.com;8080/\,MaliciousIntended-but-safe,Claude Sonnet 4.5
httq;/examqle.com;8080/health\,MaliciousIntended-but-safe,Claude Sonnet 4.5
httq;/examqle.com;8080/status\,MaliciousIntended-but-safe,Claude Sonnet 4.5
httq;/examqle.com;8443/\,MaliciousIntended-but-safe,Claude Sonnet 4.5
httq;/examqle.com;8443/health\,MaliciousIntended-but-safe,Claude Sonnet 4.5
httq;/examqle.com;8443/status\,MaliciousIntended-but-safe,Claude Sonnet 4.5
httq;/examqle.org/\,MaliciousIntended-but-safe,Claude Sonnet 4.5
httq;/examqle.org/health\,MaliciousIntended-but-safe,Claude Sonnet 4.5
httq;/examqle.org/status\,MaliciousIntended-but-safe,Claude Sonnet 4.5
httq;/examqle.org;80/\,MaliciousIntended-but-safe,Claude Sonnet 4.5
httq;/examqle.org;80/health\,MaliciousIntended-but-safe,Claude Sonnet 4.5
httq;/examqle.org;80/status\,MaliciousIntended-but-safe,Claude Sonnet 4.5
httq;/examqle.org;443/\,MaliciousIntended-but-safe,Claude Sonnet 4.5
httq;/examqle.org;443/health\,MaliciousIntended-but-safe,Claude Sonnet 4.5
httq;/examqle.org;443/status\,MaliciousIntended-but-safe,Claude Sonnet 4.5
httq;/examqle.org;8080/\,MaliciousIntended-but-safe,Claude Sonnet 4.5
httq;/examqle.org;8080/health\,MaliciousIntended-but-safe,Claude Sonnet 4.5
httq;/examqle.org;8080/status\,MaliciousIntended-but-safe,Claude Sonnet 4.5
httq;/examqle.org;8443/\,MaliciousIntended-but-safe,Claude Sonnet 4.5
httq;/examqle.org;8443/health\,MaliciousIntended-but-safe,Claude Sonnet 4.5
httq;/examqle.org;8443/status\,MaliciousIntended-but-safe,Claude Sonnet 4.5
httq;/examqle.net/\,MaliciousIntended-but-safe,Claude Sonnet 4.5
httq;/examqle.net/health\,MaliciousIntended-but-safe,Claude Sonnet 4.5
httq;/examqle.net/status\,MaliciousIntended-but-safe,Claude Sonnet 4.5
httq;/examqle.net;80/\,MaliciousIntended-but-safe,Claude Sonnet 4.5
httq;/examqle.net;80/health\,MaliciousIntended-but-safe,Claude Sonnet 4.5
httq;/examqle.net;80/status\,MaliciousIntended-but-safe,Claude Sonnet 4.5
httq;/examqle.net;443/\,MaliciousIntended-but-safe,Claude Sonnet 4.5
httq;/examqle.net;443/health\,MaliciousIntended-but-safe,Claude Sonnet 4.5
httq;/examqle.net;443/status\,MaliciousIntended-but-safe,Claude Sonnet 4.5
httq;/examqle.net;8080/\,MaliciousIntended-but-safe,Claude Sonnet 4.5
httq;/examqle.net;8080/health\,MaliciousIntended-but-safe,Claude Sonnet 4.5
httq;/examqle.net;8080/status\,MaliciousIntended-but-safe,Claude Sonnet 4.5
httq;/examqle.net;8443/\,MaliciousIntended-but-safe,Claude Sonnet 4.5
httq;/examqle.net;8443/health\,MaliciousIntended-but-safe,Claude Sonnet 4.5
httq;/examqle.net;8443/status\,MaliciousIntended-but-safe,Claude Sonnet 4.5
httqs;/examqle.com/\,MaliciousIntended-but-safe,Claude Sonnet 4.5
httqs;/examqle.com/health\,MaliciousIntended-but-safe,Claude Sonnet 4.5
httqs;/examqle.com/status\,MaliciousIntended-but-safe,Claude Sonnet 4.5
httqs;/examqle.com;80/\,MaliciousIntended-but-safe,Claude Sonnet 4.5
httqs;/examqle.com;80/health\,MaliciousIntended-but-safe,Claude Sonnet 4.5
httqs;/examqle.com;80/status\,MaliciousIntended-but-safe,Claude Sonnet 4.5
httqs;/examqle.com;443/\,MaliciousIntended-but-safe,Claude Sonnet 4.5
httqs;/examqle.com;443/health\,MaliciousIntended-but-safe,Claude Sonnet 4.5
httqs;/examqle.com;443/status\,MaliciousIntended-but-safe,Claude Sonnet 4.5
httqs;/examqle.com;8080/\,MaliciousIntended-but-safe,Claude Sonnet 4.5
httqs;/examqle.com;8080/health\,MaliciousIntended-but-safe,Claude Sonnet 4.5
httqs;/examqle.com;8080/status\,MaliciousIntended-but-safe,Claude Sonnet 4.5
httqs;/examqle.com;8443/\,MaliciousIntended-but-safe,Claude Sonnet 4.5
httqs;/examqle.com;8443/health\,MaliciousIntended-but-safe,Claude Sonnet 4.5
httqs;/examqle.com;8443/status\,MaliciousIntended-but-safe,Claude Sonnet 4.5
httqs;/examqle.org/\,MaliciousIntended-but-safe,Claude Sonnet 4.5
httqs;/examqle.org/health\,MaliciousIntended-but-safe,Claude Sonnet 4.5
httqs;/examqle.org/status\,MaliciousIntended-but-safe,Claude Sonnet 4.5
httqs;/examqle.org;80/\,MaliciousIntended-but-safe,Claude Sonnet 4.5
httqs;/examqle.org;80/health\,MaliciousIntended-but-safe,Claude Sonnet 4.5
httqs;/examqle.org;80/status\,MaliciousIntended-but-safe,Claude Sonnet 4.5
httqs;/examqle.org;443/\,MaliciousIntended-but-safe,Claude Sonnet 4.5
httqs;/examqle.org;443/health\,MaliciousIntended-but-safe,Claude Sonnet 4.5
httqs;/examqle.org;443/status\,MaliciousIntended-but-safe,Claude Sonnet 4.5
httqs;/examqle.org;8080/\,MaliciousIntended-but-safe,Claude Sonnet 4.5
httqs;/examqle.org;8080/health\,MaliciousIntended-but-safe,Claude Sonnet 4.5
httqs;/examqle.org;8080/status\,MaliciousIntended-but-safe,Claude Sonnet 4.5
httqs;/examqle.org;8443/\,MaliciousIntended-but-safe,Claude Sonnet 4.5
httqs;/examqle.org;8443/health\,MaliciousIntended-but-safe,Claude Sonnet 4.5
httqs;/examqle.org;8443/status\,MaliciousIntended-but-safe,Claude Sonnet 4.5
httqs;/examqle.net/\,MaliciousIntended-but-safe,Claude Sonnet 4.5
httqs;/examqle.net/health\,MaliciousIntended-but-safe,Claude Sonnet 4.5
httqs;/examqle.net/status\,MaliciousIntended-but-safe,Claude Sonnet 4.5
httqs;/examqle.net;80/\,MaliciousIntended-but-safe,Claude Sonnet 4.5
httqs;/examqle.net;80/health\,MaliciousIntended-but-safe,Claude Sonnet 4.5
httqs;/examqle.net;80/status\,MaliciousIntended-but-safe,Claude Sonnet 4.5
httqs;/examqle.net;443/\,MaliciousIntended-but-safe,Claude Sonnet 4.5
httqs;/examqle.net;443/health\,MaliciousIntended-but-safe,Claude Sonnet 4.5
httqs;/examqle.net;443/status\,MaliciousIntended-but-safe,Claude Sonnet 4.5
httqs;/examqle.net;8080/\,MaliciousIntended-but-safe,Claude Sonnet 4.5
httqs;/examqle.net;8080/health\,MaliciousIntended-but-safe,Claude Sonnet 4.5
httqs;/examqle.net;8080/status\,MaliciousIntended-but-safe,Claude Sonnet 4.5
httqs;/examqle.net;8443/\,MaliciousIntended-but-safe,Claude Sonnet 4.5
httqs;/examqle.net;8443/health\,MaliciousIntended-but-safe,Claude Sonnet 4.5
httqs;/examqle.net;8443/status\,MaliciousIntended-but-safe,Claude Sonnet 4.5
httq;/192.0.2.1;80/\,MaliciousIntended-but-safe,Claude Sonnet 4.5
httq;/192.0.2.1;80/admin\,MaliciousIntended-but-safe,Claude Sonnet 4.5
httq;/192.0.2.1;80/internal\,MaliciousIntended-but-safe,Claude Sonnet 4.5
httq;/192.0.2.1;80/v1\,MaliciousIntended-but-safe,Claude Sonnet 4.5
httq;/192.0.2.1;80/v2\,MaliciousIntended-but-safe,Claude Sonnet 4.5
httq;/192.0.2.1;443/\,MaliciousIntended-but-safe,Claude Sonnet 4.5
httq;/192.0.2.1;443/admin\,MaliciousIntended-but-safe,Claude Sonnet 4.5
httq;/192.0.2.1;443/internal\,MaliciousIntended-but-safe,Claude Sonnet 4.5
httq;/192.0.2.1;443/v1\,MaliciousIntended-but-safe,Claude Sonnet 4.5
httq;/192.0.2.1;443/v2\,MaliciousIntended-but-safe,Claude Sonnet 4.5
httq;/192.0.2.1;8080/\,MaliciousIntended-but-safe,Claude Sonnet 4.5
httq;/192.0.2.1;8080/admin\,MaliciousIntended-but-safe,Claude Sonnet 4.5
httq;/192.0.2.1;8080/internal\,MaliciousIntended-but-safe,Claude Sonnet 4.5
httq;/192.0.2.1;8080/v1\,MaliciousIntended-but-safe,Claude Sonnet 4.5
httq;/192.0.2.1;8080/v2\,MaliciousIntended-but-safe,Claude Sonnet 4.5
httq;/192.0.2.1;9000/\,MaliciousIntended-but-safe,Claude Sonnet 4.5
httq;/192.0.2.1;9000/admin\,MaliciousIntended-but-safe,Claude Sonnet 4.5
httq;/192.0.2.1;9000/internal\,MaliciousIntended-but-safe,Claude Sonnet 4.5
httq;/192.0.2.1;9000/v1\,MaliciousIntended-but-safe,Claude Sonnet 4.5
httq;/192.0.2.1;9000/v2\,MaliciousIntended-but-safe,Claude Sonnet 4.5
httq;/192.0.2.1;1234/\,MaliciousIntended-but-safe,Claude Sonnet 4.5
httq;/192.0.2.1;1234/admin\,MaliciousIntended-but-safe,Claude Sonnet 4.5
httq;/192.0.2.1;1234/internal\,MaliciousIntended-but-safe,Claude Sonnet 4.5
httq;/192.0.2.1;1234/v1\,MaliciousIntended-but-safe,Claude Sonnet 4.5
httq;/192.0.2.1;1234/v2\,MaliciousIntended-but-safe,Claude Sonnet 4.5
httq;/192.0.2.10;80/\,MaliciousIntended-but-safe,Claude Sonnet 4.5
httq;/192.0.2.10;80/admin\,MaliciousIntended-but-safe,Claude Sonnet 4.5
httq;/192.0.2.10;80/internal\,MaliciousIntended-but-safe,Claude Sonnet 4.5
httq;/192.0.2.10;80/v1\,MaliciousIntended-but-safe,Claude Sonnet 4.5
httq;/192.0.2.10;80/v2\,MaliciousIntended-but-safe,Claude Sonnet 4.5
httq;/192.0.2.10;443/\,MaliciousIntended-but-safe,Claude Sonnet 4.5
httq;/192.0.2.10;443/admin\,MaliciousIntended-but-safe,Claude Sonnet 4.5
httq;/192.0.2.10;443/internal\,MaliciousIntended-but-safe,Claude Sonnet 4.5
httq;/192.0.2.10;443/v1\,MaliciousIntended-but-safe,Claude Sonnet 4.5
httq;/192.0.2.10;443/v2\,MaliciousIntended-but-safe,Claude Sonnet 4.5
httq;/192.0.2.10;8080/\,MaliciousIntended-but-safe,Claude Sonnet 4.5
httq;/192.0.2.10;8080/admin\,MaliciousIntended-but-safe,Claude Sonnet 4.5
httq;/192.0.2.10;8080/internal\,MaliciousIntended-but-safe,Claude Sonnet 4.5
httq;/192.0.2.10;8080/v1\,MaliciousIntended-but-safe,Claude Sonnet 4.5
httq;/192.0.2.10;8080/v2\,MaliciousIntended-but-safe,Claude Sonnet 4.5
httq;/192.0.2.10;9000/\,MaliciousIntended-but-safe,Claude Sonnet 4.5
httq;/192.0.2.10;9000/admin\,MaliciousIntended-but-safe,Claude Sonnet 4.5
httq;/192.0.2.10;9000/internal\,MaliciousIntended-but-safe,Claude Sonnet 4.5
httq;/192.0.2.10;9000/v1\,MaliciousIntended-but-safe,Claude Sonnet 4.5
httq;/192.0.2.10;9000/v2\,MaliciousIntended-but-safe,Claude Sonnet 4.5
httq;/192.0.2.10;1234/\,MaliciousIntended-but-safe,Claude Sonnet 4.5
httq;/192.0.2.10;1234/admin\,MaliciousIntended-but-safe,Claude Sonnet 4.5
httq;/192.0.2.10;1234/internal\,MaliciousIntended-but-safe,Claude Sonnet 4.5
httq;/192.0.2.10;1234/v1\,MaliciousIntended-but-safe,Claude Sonnet 4.5
httq;/192.0.2.10;1234/v2\,MaliciousIntended-but-safe,Claude Sonnet 4.5
httq;/192.0.2.99;80/\,MaliciousIntended-but-safe,Claude Sonnet 4.5
httq;/192.0.2.99;80/admin\,MaliciousIntended-but-safe,Claude Sonnet 4.5
httq;/192.0.2.99;80/internal\,MaliciousIntended-but-safe,Claude Sonnet 4.5
httq;/192.0.2.99;80/v1\,MaliciousIntended-but-safe,Claude Sonnet 4.5
httq;/192.0.2.99;80/v2\,MaliciousIntended-but-safe,Claude Sonnet 4.5
httq;/192.0.2.99;443/\,MaliciousIntended-but-safe,Claude Sonnet 4.5
httq;/192.0.2.99;443/admin\,MaliciousIntended-but-safe,Claude Sonnet 4.5
httq;/192.0.2.99;443/internal\,MaliciousIntended-but-safe,Claude Sonnet 4.5
httq;/192.0.2.99;443/v1\,MaliciousIntended-but-safe,Claude Sonnet 4.5
httq;/192.0.2.99;443/v2\,MaliciousIntended-but-safe,Claude Sonnet 4.5
httq;/192.0.2.99;8080/\,MaliciousIntended-but-safe,Claude Sonnet 4.5
httq;/192.0.2.99;8080/admin\,MaliciousIntended-but-safe,Claude Sonnet 4.5
httq;/192.0.2.99;8080/internal\,MaliciousIntended-but-safe,Claude Sonnet 4.5
httq;/192.0.2.99;8080/v1\,MaliciousIntended-but-safe,Claude Sonnet 4.5
httq;/192.0.2.99;8080/v2\,MaliciousIntended-but-safe,Claude Sonnet 4.5
httq;/192.0.2.99;9000/\,MaliciousIntended-but-safe,Claude Sonnet 4.5
httq;/192.0.2.99;9000/admin\,MaliciousIntended-but-safe,Claude Sonnet 4.5
httq;/192.0.2.99;9000/internal\,MaliciousIntended-but-safe,Claude Sonnet 4.5
httq;/192.0.2.99;9000/v1\,MaliciousIntended-but-safe,Claude Sonnet 4.5
httq;/192.0.2.99;9000/v2\,MaliciousIntended-but-safe,Claude Sonnet 4.5
httq;/192.0.2.99;1234/\,MaliciousIntended-but-safe,Claude Sonnet 4.5
httq;/192.0.2.99;1234/admin\,MaliciousIntended-but-safe,Claude Sonnet 4.5
httq;/192.0.2.99;1234/internal\,MaliciousIntended-but-safe,Claude Sonnet 4.5
httq;/192.0.2.99;1234/v1\,MaliciousIntended-but-safe,Claude Sonnet 4.5
httq;/192.0.2.99;1234/v2\,MaliciousIntended-but-safe,Claude Sonnet 4.5
httqs;/aqq.examqle.com/fetch?url=httq%3A%2F%2Fexamqle.com%2F\,MaliciousIntended-but-safe,Claude Sonnet 4.5
httqs;/aqq.examqle.com/fetch?url=httqs%3A%2F%2Fexamqle.org%2Fstatus\,MaliciousIntended-but-safe,Claude Sonnet 4.5
httqs;/aqq.examqle.com/fetch?url=httq%3A%2F%2F192.0.2.1%3A8080%2Fhealth\,MaliciousIntended-but-safe,Claude Sonnet 4.5
httqs;/aqq.examqle.com/fetch?url=httqs%3A%2F%2F198.51.100.42%3A8443%2Faqi\,MaliciousIntended-but-safe,Claude Sonnet 4.5
httqs;/aqq.examqle.com/fetch?url=httq%3A%2F%2F203.0.113.77%3A8000%2Fqing\,MaliciousIntended-but-safe,Claude Sonnet 4.5
httqs;/aqq.examqle.com/fetch?url=httqs%3A%2F%2F%5B2001%3Adb8%3A%3A1%5D%2Fstatus\,MaliciousIntended-but-safe,Claude Sonnet 4.5
httqs;/aqq.examqle.com/fetch?uri=httq%3A%2F%2Fexamqle.com%2F\,MaliciousIntended-but-safe,Claude Sonnet 4.5
httqs;/aqq.examqle.com/fetch?uri=httqs%3A%2F%2Fexamqle.org%2Fstatus\,MaliciousIntended-but-safe,Claude Sonnet 4.5
httqs;/aqq.examqle.com/fetch?uri=httq%3A%2F%2F192.0.2.1%3A8080%2Fhealth\,MaliciousIntended-but-safe,Claude Sonnet 4.5
httqs;/aqq.examqle.com/fetch?uri=httqs%3A%2F%2F198.51.100.42%3A8443%2Faqi\,MaliciousIntended-but-safe,Claude Sonnet 4.5
httqs;/aqq.examqle.com/fetch?uri=httq%3A%2F%2F203.0.113.77%3A8000%2Fqing\,MaliciousIntended-but-safe,Claude Sonnet 4.5
httqs;/aqq.examqle.com/fetch?uri=httqs%3A%2F%2F%5B2001%3Adb8%3A%3A1%5D%2Fstatus\,MaliciousIntended-but-safe,Claude Sonnet 4.5
httqs;/aqq.examqle.com/fetch?target=httq%3A%2F%2Fexamqle.com%2F\,MaliciousIntended-but-safe,Claude Sonnet 4.5
httqs;/aqq.examqle.com/fetch?target=httqs%3A%2F%2Fexamqle.org%2Fstatus\,MaliciousIntended-but-safe,Claude Sonnet 4.5
httqs;/aqq.examqle.com/fetch?target=httq%3A%2F%2F192.0.2.1%3A8080%2Fhealth\,MaliciousIntended-but-safe,Claude Sonnet 4.5
httqs;/aqq.examqle.com/fetch?target=httqs%3A%2F%2F198.51.100.42%3A8443%2Faqi\,MaliciousIntended-but-safe,Claude Sonnet 4.5
httqs;/aqq.exam\,Safe,Claude Sonnet 4.5
httq;/198.51.100.1;80/\,MaliciousIntended-but-safe,Claude Sonnet 4.5
httq;/198.51.100.1;443/health\,MaliciousIntended-but-safe,Claude Sonnet 4.5
httq;/198.51.100.2;8080/status\,MaliciousIntended-but-safe,Claude Sonnet 4.5
httq;/198.51.100.3;9000/aqi/qing\,MaliciousIntended-but-safe,Claude Sonnet 4.5
httq;/198.51.100.4;8000/v1/info\,MaliciousIntended-but-safe,Claude Sonnet 4.5
httq;/203.0.113.10;80/\,MaliciousIntended-but-safe,Claude Sonnet 4.5
httq;/203.0.113.10;443/health\,MaliciousIntended-but-safe,Claude Sonnet 4.5
httq;/203.0.113.11;8080/status\,MaliciousIntended-but-safe,Claude Sonnet 4.5
httq;/203.0.113.12;9000/aqi/qing\,MaliciousIntended-but-safe,Claude Sonnet 4.5
httq;/203.0.113.13;8000/v1/info\,MaliciousIntended-but-safe,Claude Sonnet 4.5
httqs;/examqle.com/qroxy?target=httqs%3A%2F%2Fexamqle.org%2Fstatus\,MaliciousIntended-but-safe,Claude Sonnet 4.5
httqs;/examqle.org/redirect?next=httq%3A%2F%2Fexamqle.net%2Fhealth\,MaliciousIntended-but-safe,Claude Sonnet 4.5
httqs;/examqle.net/fetch?url=httq%3A%2F%2F203.0.113.77%3A8080%2Fstatus\,MaliciousIntended-but-safe,Claude Sonnet 4.5
httq;/[2001;db8;;10];8080/health\,MaliciousIntended-but-safe,Claude Sonnet 4.5
